,status_cat,age_norm,age_bin_cat,education_cat,profession_cat,device_cat,account_balance_norm,loan_cat,mortgage_cat,credit_cat,positive_cat,consent_cat,n_contact_min_max,l_month_cat,l_call_duration,l_call_duration_min_max,p_outcome_cat,n_p_contact_min_max,p_days_min_max,p_campign_cat,subscribed_cat
22318,2,-1.121109985546587,1,2,9,0,-0.22341745156717507,0,1,0,1,0,0.016129032258064516,8,126,0.028016267510167194,1,0.0,0.0,0,0
22319,1,1.0505689637014488,4,1,3,0,2.132541579807366,0,0,0,1,1,0.03225806451612903,1,931,0.20989606868504293,1,0.0,0.0,0,1
22320,1,0.3896231965390031,3,2,5,0,0.5619022255576719,0,0,0,1,0,0.04838709677419355,1,106,0.02349751468594668,1,0.0,0.0,0,0
22321,1,0.6728856681800512,3,1,3,0,2.132541579807366,1,1,0,1,0,0.03225806451612903,8,277,0.06213285133303209,1,0.0,0.0,0,0
22322,1,-0.17690174674309314,2,2,2,0,-0.22341745156717507,0,1,0,1,0,0.0,8,151,0.033664708540442845,1,0.0,0.0,0,0
22323,1,-0.64900586614484,2,2,5,1,-0.22341745156717507,1,1,0,1,1,0.0,10,488,0.10980569362855852,1,0.0,0.0,0,1
22324,1,0.29520237265865373,3,0,2,0,-0.22341745156717507,1,1,0,1,0,0.12903225806451613,8,59,0.012878445549028469,1,0.0,0.0,0,0
22325,1,-0.9322683377858881,2,1,3,0,-0.22341745156717507,0,0,0,1,0,0.0,5,44,0.009489380930863081,1,0.0,0.0,0,0
22326,2,0.011939901017605612,3,0,0,0,0.5619022255576719,0,0,0,1,0,0.0,5,214,0.04789877993673747,0,0.0036363636363636364,0.2857142857142857,1,0
22327,2,-1.0266891616662375,1,2,5,0,-0.22341745156717507,0,1,0,1,0,0.016129032258064516,1,270,0.06055128784455491,1,0.0,0.0,0,0
22329,0,1.7115147308638945,4,2,5,0,-1.0087371286920221,1,0,0,0,0,0.0,4,33,0.0070040668775417985,1,0.0,0.0,0,0
22330,1,0.10636072489795499,3,1,9,0,-0.22341745156717507,0,0,0,1,0,0.0,3,121,0.026886579304112066,3,0.01090909090909091,0.21428571428571427,1,0
22331,1,1.333831435342497,4,2,9,1,-0.22341745156717507,0,0,0,1,0,0.0,5,140,0.031179394487121554,1,0.0,0.0,0,0
22332,0,0.6728856681800512,3,2,3,1,-0.22341745156717507,0,1,0,1,0,0.0,8,295,0.06619972887483055,1,0.0,0.0,0,0
22333,1,0.3896231965390031,3,2,2,0,2.132541579807366,0,1,0,1,0,0.0,8,455,0.10234975146859468,1,0.0,0.0,0,0
22334,1,-0.9322683377858881,2,2,7,0,-0.22341745156717507,0,0,0,1,1,0.016129032258064516,9,456,0.1025756891098057,0,0.007272727272727273,0.07142857142857142,1,1
22335,1,0.9561481398210994,4,0,2,1,1.347221902682519,0,0,0,1,0,0.016129032258064516,9,157,0.035020334387709,1,0.0,0.0,0,0
22336,1,0.5784648442997019,3,0,2,1,-0.22341745156717507,0,1,0,1,0,0.08064516129032258,6,18,0.0036150022593764122,1,0.0,0.0,0,0
22337,1,1.9003563786245932,5,2,2,0,-0.22341745156717507,0,0,0,1,0,0.0,10,288,0.06461816538635337,0,0.0036363636363636364,0.2857142857142857,1,0
22338,1,0.4840440204193525,3,2,5,1,-1.0087371286920221,1,1,0,0,0,0.04838709677419355,8,126,0.028016267510167194,2,0.0036363636363636364,0.2857142857142857,1,0
22339,1,-0.8378475139055388,2,1,7,0,-0.22341745156717507,0,1,0,1,0,0.016129032258064516,8,90,0.019882512426570267,1,0.0,0.0,0,0
22340,1,2.7501437935477377,5,2,3,0,-0.22341745156717507,0,0,0,1,0,0.06451612903225806,3,462,0.10393131495707185,0,0.014545454545454545,0.14285714285714285,1,0
22341,1,0.29520237265865373,3,1,3,0,-0.22341745156717507,0,1,0,1,0,0.0,8,41,0.008811568007230005,1,0.0,0.0,0,0
22342,1,-0.9322683377858881,2,0,8,0,-0.22341745156717507,0,1,0,1,0,0.016129032258064516,8,159,0.035472209670131045,1,0.0,0.0,0,0
22343,1,0.86172731594075,3,0,8,0,-1.0087371286920221,0,0,0,0,0,0.04838709677419355,1,185,0.04134658834161772,1,0.0,0.0,0,0
22344,1,-0.64900586614484,2,2,5,0,-0.22341745156717507,0,1,0,1,0,0.0,8,314,0.07049254405784004,1,0.0,0.0,0,0
22345,0,0.9561481398210994,4,1,5,0,0.5619022255576719,0,1,0,1,0,0.0,3,242,0.05422503389064619,1,0.0,0.0,0,0
22346,1,-0.5545850422644907,2,2,5,0,-0.22341745156717507,0,0,0,1,0,0.016129032258064516,1,126,0.028016267510167194,1,0.0,0.0,0,0
22347,1,-0.17690174674309314,2,2,2,0,-0.22341745156717507,1,0,0,1,0,0.0,9,548,0.12336195210122007,1,0.0,0.0,0,0
22349,2,-0.3657433945037919,2,2,5,0,-0.22341745156717507,1,0,0,1,0,0.0,3,124,0.027564392227745142,1,0.0,0.0,0,0
22350,2,-1.3099516333072858,1,2,5,0,-0.22341745156717507,0,0,0,1,0,0.12903225806451613,8,241,0.05399909624943516,1,0.0,0.0,0,0
22351,2,-0.64900586614484,2,2,2,0,-1.0087371286920221,0,1,1,0,0,0.016129032258064516,8,320,0.0718481699051062,1,0.0,0.0,0,0
22352,0,0.29520237265865373,3,1,8,0,0.5619022255576719,1,0,0,1,0,0.0,9,97,0.021464075915047447,0,0.0036363636363636364,0.14285714285714285,1,0
22353,1,-1.121109985546587,1,2,5,0,0.5619022255576719,0,1,0,1,0,0.03225806451612903,5,86,0.018978761861726163,1,0.0,0.0,0,0
22354,1,-0.9322683377858881,2,2,5,0,0.5619022255576719,0,1,0,1,0,0.0,9,151,0.033664708540442845,1,0.0,0.0,0,0
22355,1,-0.4601642183841413,2,1,3,0,-0.22341745156717507,0,0,0,1,0,0.016129032258064516,1,113,0.02507907817442386,1,0.0,0.0,0,0
22357,1,-1.121109985546587,1,1,3,0,-0.22341745156717507,0,1,0,1,0,0.0,8,378,0.08495255309534569,1,0.0,0.0,0,0
22358,1,-0.8378475139055388,2,2,5,0,-1.0087371286920221,1,1,0,0,0,0.03225806451612903,5,74,0.016267510167193855,1,0.0,0.0,0,0
22359,1,0.20078154877830437,3,2,2,0,-1.0087371286920221,0,1,0,0,0,0.0,8,114,0.025305015815634886,1,0.0,0.0,0,0
22361,1,1.2394106114621475,4,2,5,0,-0.22341745156717507,0,0,0,1,0,0.0967741935483871,1,188,0.042024401265250796,1,0.0,0.0,0,0
22362,0,0.29520237265865373,3,1,3,0,-0.22341745156717507,0,0,0,1,0,0.06451612903225806,1,65,0.014234071396294623,1,0.0,0.0,0,0
22363,2,-0.9322683377858881,2,1,3,0,-0.22341745156717507,0,0,0,1,0,0.016129032258064516,1,144,0.03208314505196566,1,0.0,0.0,0,0
22364,1,1.4282522592228464,4,1,0,0,-0.22341745156717507,0,0,0,1,0,0.016129032258064516,5,124,0.027564392227745142,1,0.0,0.0,0,0
22366,2,-1.4987932810679845,1,1,3,0,-0.22341745156717507,1,0,0,1,0,0.016129032258064516,8,133,0.029597830998644374,1,0.0,0.0,0,0
22367,1,-0.64900586614484,2,2,2,1,-0.22341745156717507,1,1,0,1,0,0.16129032258064518,5,318,0.07139629462268414,1,0.0,0.0,0,0
22368,1,1.1449897875817983,4,0,2,0,-1.0087371286920221,0,1,0,0,0,0.016129032258064516,8,154,0.03434252146407592,1,0.0,0.0,0,0
22369,1,1.2394106114621475,4,1,3,0,-0.22341745156717507,0,0,0,1,0,0.03225806451612903,9,195,0.04360596475372797,1,0.0,0.0,0,0
22370,1,-0.5545850422644907,2,1,3,0,-1.0087371286920221,0,1,0,0,0,0.016129032258064516,5,196,0.043831902394939004,1,0.0,0.0,0,0
22371,1,-0.64900586614484,2,2,2,0,0.5619022255576719,0,1,0,1,0,0.016129032258064516,0,291,0.06529597830998644,1,0.0,0.0,0,0
22372,0,1.4282522592228464,4,1,0,0,-1.0087371286920221,0,1,0,0,0,0.04838709677419355,8,367,0.08246723904202441,0,0.01090909090909091,0.3571428571428571,1,0
22373,1,-0.5545850422644907,2,1,3,0,-0.22341745156717507,0,1,0,1,0,0.0,0,364,0.08178942611839134,1,0.0,0.0,0,0
22374,1,-1.0266891616662375,1,0,2,0,-1.0087371286920221,1,1,0,0,0,0.0,8,277,0.06213285133303209,2,0.025454545454545455,0.3571428571428571,1,0
22375,2,-0.64900586614484,2,2,2,0,-0.22341745156717507,0,1,0,1,0,0.0,8,178,0.03976502485314054,1,0.0,0.0,0,0
22377,0,0.5784648442997019,3,2,0,0,-0.22341745156717507,0,0,0,1,0,0.0,4,442,0.09941256213285134,1,0.0,0.0,0,0
22378,0,0.29520237265865373,3,2,6,0,-0.22341745156717507,0,0,0,1,0,0.0,0,372,0.08359692724807953,1,0.0,0.0,0,0
22379,1,-0.4601642183841413,2,2,8,0,-0.22341745156717507,0,1,0,1,0,0.016129032258064516,8,115,0.02553095345684591,1,0.0,0.0,0,0
22380,1,0.29520237265865373,3,0,2,1,-0.22341745156717507,0,0,0,1,0,0.0,6,264,0.059195661997288755,1,0.0,0.0,0,0
22381,2,0.20078154877830437,3,1,3,0,-0.22341745156717507,0,0,0,1,1,0.08064516129032258,1,857,0.19317668323542703,1,0.0,0.0,0,1
22382,2,-1.0266891616662375,1,1,5,0,-0.22341745156717507,0,0,0,1,1,0.03225806451612903,10,116,0.025756891098056938,0,0.007272727272727273,0.14285714285714285,1,1
22383,2,-1.121109985546587,1,1,5,0,-0.22341745156717507,0,1,0,1,0,0.03225806451612903,0,196,0.043831902394939004,2,0.01090909090909091,0.3571428571428571,1,0
22384,2,-0.7434266900251895,2,2,3,0,-0.22341745156717507,1,0,0,1,0,0.016129032258064516,5,150,0.033438770899231814,1,0.0,0.0,0,0
22386,2,-0.9322683377858881,2,1,3,0,0.5619022255576719,0,0,0,1,0,0.0,5,204,0.045639403524627205,1,0.0,0.0,0,0
22387,1,1.0505689637014488,4,0,2,0,-0.22341745156717507,0,1,0,1,0,0.016129032258064516,8,270,0.06055128784455491,1,0.0,0.0,0,0
22388,2,-0.8378475139055388,2,0,2,0,-0.22341745156717507,0,1,0,1,0,0.016129032258064516,8,103,0.022819701762313602,1,0.0,0.0,0,0
22389,1,0.9561481398210994,4,2,3,0,0.5619022255576719,0,1,0,1,0,0.0,5,348,0.07817442385901492,1,0.0,0.0,0,0
22390,1,-1.3099516333072858,1,2,5,0,-0.22341745156717507,1,1,0,1,1,0.0,8,773,0.17419792137370088,1,0.0,0.0,0,1
22391,1,-0.08248092286274376,2,2,2,0,-0.22341745156717507,0,1,0,1,0,0.016129032258064516,6,296,0.06642566651604158,1,0.0,0.0,0,0
22394,1,0.6728856681800512,3,2,7,0,-0.22341745156717507,0,0,0,1,0,0.0,1,312,0.070040668775418,0,0.007272727272727273,0.21428571428571427,1,0
22395,1,0.20078154877830437,3,0,2,0,-1.0087371286920221,0,1,0,0,0,0.0,0,318,0.07139629462268414,0,0.01090909090909091,0.3571428571428571,1,0
22396,2,-0.08248092286274376,2,2,9,0,-0.22341745156717507,0,1,0,1,0,0.0,0,433,0.0973791233619521,1,0.0,0.0,0,0
22397,1,2.089198026385292,5,2,0,0,-0.22341745156717507,0,0,0,1,0,0.04838709677419355,5,112,0.024853140533212834,1,0.0,0.0,0,0
22398,2,-0.8378475139055388,2,1,3,0,-0.22341745156717507,0,0,0,1,0,0.0,4,85,0.01875282422051514,1,0.0,0.0,0,0
22399,1,-0.2713225706234425,2,2,2,0,-0.22341745156717507,0,1,0,1,0,0.0,4,144,0.03208314505196566,0,0.007272727272727273,0.2857142857142857,1,0
22400,1,-0.08248092286274376,2,1,9,1,-0.22341745156717507,0,1,0,1,0,0.03225806451612903,8,226,0.05061003163126977,1,0.0,0.0,0,0
22401,1,0.3896231965390031,3,1,5,1,-0.22341745156717507,0,1,0,1,0,0.04838709677419355,6,168,0.03750564844103028,1,0.0,0.0,0,0
22402,1,-0.7434266900251895,2,0,2,0,-0.22341745156717507,0,1,0,1,0,0.0,8,158,0.03524627202892002,1,0.0,0.0,0,0
22403,1,0.86172731594075,3,2,4,1,-0.22341745156717507,0,1,0,1,0,0.016129032258064516,5,308,0.06913691821057388,1,0.0,0.0,0,0
22404,1,1.1449897875817983,4,2,9,0,1.347221902682519,0,0,0,1,0,0.016129032258064516,8,259,0.05806597379123363,0,0.01090909090909091,0.14285714285714285,1,0
22405,1,-0.17690174674309314,2,0,2,0,0.5619022255576719,0,1,0,1,0,0.03225806451612903,6,183,0.04089471305919567,1,0.0,0.0,0,0
22406,1,0.011939901017605612,3,2,9,0,-0.22341745156717507,0,0,0,1,0,0.0,6,82,0.018075011296882063,1,0.0,0.0,0,0
22407,1,1.9003563786245932,5,2,9,0,1.347221902682519,0,0,0,1,1,0.0,7,193,0.043154089471305924,1,0.0,0.0,0,1
22408,1,1.333831435342497,4,2,3,0,-0.22341745156717507,0,0,0,1,0,0.04838709677419355,9,80,0.01762313601446001,1,0.0,0.0,0,0
22409,1,-1.3099516333072858,1,2,8,0,-0.22341745156717507,0,0,0,1,0,0.016129032258064516,4,241,0.05399909624943516,1,0.0,0.0,0,0
22410,2,-0.8378475139055388,2,2,5,0,-1.0087371286920221,0,1,0,0,0,0.0967741935483871,8,24,0.004970628106642567,1,0.0,0.0,0,0
22411,0,-0.3657433945037919,2,2,8,0,-0.22341745156717507,0,1,0,1,0,0.016129032258064516,8,128,0.028468142792589246,1,0.0,0.0,0,0
22412,2,-0.5545850422644907,2,1,3,0,-0.22341745156717507,0,0,0,1,0,0.016129032258064516,6,43,0.009263443289652055,1,0.0,0.0,0,0
22413,2,-1.2155308094269364,1,2,7,0,-0.22341745156717507,0,0,0,1,0,0.03225806451612903,6,267,0.05987347492092183,1,0.0,0.0,0,0
22414,2,-0.2713225706234425,2,2,2,0,-0.22341745156717507,0,1,0,1,0,0.04838709677419355,5,69,0.015137821961138725,1,0.0,0.0,0,0
22415,1,0.7673064920604007,3,0,2,0,-0.22341745156717507,1,1,0,1,0,0.016129032258064516,3,233,0.052191595119746956,1,0.0,0.0,0,0
22416,1,-0.64900586614484,2,1,6,0,-0.22341745156717507,0,0,0,1,0,0.16129032258064518,1,87,0.01920469950293719,1,0.0,0.0,0,0
22417,1,1.333831435342497,4,2,2,0,-0.22341745156717507,0,0,0,1,0,0.04838709677419355,1,131,0.029145955716222322,1,0.0,0.0,0,0
22419,1,-0.4601642183841413,2,2,8,0,-0.22341745156717507,0,0,0,1,0,0.0,4,384,0.08630817894261185,1,0.0,0.0,0,0
22420,1,-0.17690174674309314,2,2,5,0,-0.22341745156717507,0,1,0,1,0,0.04838709677419355,4,73,0.01604157252598283,1,0.0,0.0,0,0
22421,1,1.1449897875817983,4,2,5,1,-0.22341745156717507,0,0,0,1,0,0.06451612903225806,5,91,0.020108450067781294,1,0.0,0.0,0,0
22422,1,0.3896231965390031,3,2,7,0,0.5619022255576719,0,1,0,1,0,0.016129032258064516,1,145,0.032309082693176686,1,0.0,0.0,0,0
22423,1,0.20078154877830437,3,0,1,0,-0.22341745156717507,0,0,0,1,0,0.0,1,405,0.09105286940804339,1,0.0,0.0,0,0
22424,2,1.805935554744244,4,2,7,1,-0.22341745156717507,0,1,0,1,0,0.016129032258064516,6,191,0.042702214188883876,1,0.0,0.0,0,0
22425,1,1.0505689637014488,4,2,5,0,-0.22341745156717507,1,1,0,1,0,0.016129032258064516,1,70,0.015363759602349751,1,0.0,0.0,0,0
22426,1,0.4840440204193525,3,0,2,0,-0.22341745156717507,0,0,0,1,0,0.06451612903225806,8,202,0.045187528242205156,1,0.0,0.0,0,0
22427,1,-0.17690174674309314,2,2,0,0,-0.22341745156717507,0,0,0,1,0,0.0,8,52,0.011296882060551287,1,0.0,0.0,0,0
22428,1,-0.3657433945037919,2,2,9,1,-0.22341745156717507,0,1,0,1,0,0.04838709677419355,0,280,0.06281066425666516,2,0.014545454545454545,0.2857142857142857,1,0
22429,2,0.29520237265865373,3,2,5,0,-0.22341745156717507,0,1,0,1,0,0.016129032258064516,8,154,0.03434252146407592,1,0.0,0.0,0,0
22430,1,0.6728856681800512,3,2,8,0,-0.22341745156717507,0,0,0,1,0,0.04838709677419355,1,317,0.07117035698147312,1,0.0,0.0,0,0
22431,2,-1.121109985546587,1,1,5,1,0.5619022255576719,0,0,0,1,0,0.08064516129032258,5,45,0.009715318572074107,1,0.0,0.0,0,0
22432,1,-0.5545850422644907,2,1,3,0,-0.22341745156717507,0,1,0,1,0,0.016129032258064516,6,221,0.049480343425214644,1,0.0,0.0,0,0
22433,2,-0.64900586614484,2,2,9,0,0.5619022255576719,0,1,0,1,0,0.04838709677419355,8,198,0.04428377767736105,1,0.0,0.0,0,0
22434,2,-1.0266891616662375,1,2,3,0,-1.0087371286920221,0,1,0,0,0,0.0,8,155,0.03456845910528695,1,0.0,0.0,0,0
22435,1,-0.9322683377858881,2,0,2,0,-0.22341745156717507,0,1,0,1,0,0.0,8,261,0.058517849073655676,1,0.0,0.0,0,0
22436,0,-0.3657433945037919,2,2,7,0,0.5619022255576719,0,0,0,1,0,0.016129032258064516,6,169,0.03773158608224131,1,0.0,0.0,0,0
22437,1,0.4840440204193525,3,2,5,0,2.132541579807366,0,1,0,1,0,0.03225806451612903,0,295,0.06619972887483055,3,0.0036363636363636364,0.14285714285714285,1,0
22438,0,1.2394106114621475,4,2,3,0,-0.22341745156717507,0,1,0,1,1,0.016129032258064516,9,508,0.11432444645277905,1,0.0,0.0,0,1
22440,0,0.20078154877830437,3,2,5,0,-0.22341745156717507,0,1,1,1,0,0.016129032258064516,5,294,0.06597379123361953,1,0.0,0.0,0,0
22441,2,-0.3657433945037919,2,1,3,0,-0.22341745156717507,0,0,0,1,0,0.0,5,319,0.07162223226389518,1,0.0,0.0,0,0
22442,1,1.9947772025049426,5,2,0,0,-0.22341745156717507,0,0,0,1,1,0.016129032258064516,9,640,0.14414821509263445,1,0.0,0.0,0,1
22443,2,-1.4987932810679845,1,2,10,0,0.5619022255576719,0,0,0,1,1,0.016129032258064516,11,721,0.16244916403072754,1,0.0,0.0,0,1
22444,0,-0.3657433945037919,2,1,5,0,-0.22341745156717507,0,1,0,1,0,0.0,0,394,0.0885675553547221,0,0.007272727272727273,0.14285714285714285,1,0
22445,2,-0.64900586614484,2,2,5,0,-0.22341745156717507,0,1,0,1,0,0.03225806451612903,8,151,0.033664708540442845,2,0.01818181818181818,0.14285714285714285,1,0
22447,2,0.3896231965390031,3,1,5,1,-0.22341745156717507,0,1,0,1,0,0.04838709677419355,6,34,0.0072300045187528245,1,0.0,0.0,0,0
22448,2,-0.9322683377858881,2,1,3,0,-0.22341745156717507,0,0,0,1,0,0.016129032258064516,1,198,0.04428377767736105,1,0.0,0.0,0,0
22450,1,-1.3099516333072858,1,1,7,0,2.9178612569322127,0,1,0,1,0,0.03225806451612903,0,149,0.03321283325802079,0,0.007272727272727273,0.2857142857142857,1,0
22451,1,1.1449897875817983,4,2,4,0,-1.0087371286920221,0,1,0,0,0,0.03225806451612903,8,93,0.020560325350203343,1,0.0,0.0,0,0
22452,1,0.011939901017605612,3,0,2,0,-1.0087371286920221,1,1,0,0,0,0.016129032258064516,9,580,0.1305919566199729,1,0.0,0.0,0,0
22453,1,-1.0266891616662375,1,2,8,0,-0.22341745156717507,0,1,0,1,0,0.016129032258064516,8,106,0.02349751468594668,1,0.0,0.0,0,0
22454,1,-0.3657433945037919,2,1,3,0,-0.22341745156717507,0,0,0,1,1,0.016129032258064516,5,243,0.05445097153185721,3,0.01090909090909091,0.21428571428571427,1,1
22455,1,0.29520237265865373,3,2,3,0,-1.0087371286920221,0,0,0,0,0,0.03225806451612903,5,310,0.06958879349299595,1,0.0,0.0,0,0
22456,1,1.2394106114621475,4,1,3,0,-0.22341745156717507,1,1,0,1,0,0.06451612903225806,5,12,0.002259376412110258,1,0.0,0.0,0,0
22457,1,1.1449897875817983,4,1,2,0,-0.22341745156717507,0,0,0,1,0,0.016129032258064516,1,98,0.021690013556258474,1,0.0,0.0,0,0
22458,1,0.20078154877830437,3,2,1,0,-0.22341745156717507,1,0,0,1,0,0.03225806451612903,5,293,0.0657478535924085,1,0.0,0.0,0,0
22459,1,-0.5545850422644907,2,1,3,0,-1.0087371286920221,1,1,0,0,0,0.03225806451612903,8,288,0.06461816538635337,1,0.0,0.0,0,0
22460,1,-0.64900586614484,2,2,5,0,-0.22341745156717507,0,0,0,1,0,0.03225806451612903,8,71,0.015589697243560779,1,0.0,0.0,0,0
22461,1,-0.3657433945037919,2,2,9,0,-0.22341745156717507,0,1,0,1,0,0.016129032258064516,8,195,0.04360596475372797,1,0.0,0.0,0,0
22462,1,0.3896231965390031,3,2,4,0,-0.22341745156717507,0,1,0,1,0,0.03225806451612903,8,115,0.02553095345684591,1,0.0,0.0,0,0
22464,1,-0.8378475139055388,2,2,2,0,-0.22341745156717507,0,1,0,1,0,0.016129032258064516,0,149,0.03321283325802079,0,0.025454545454545455,0.3571428571428571,1,0
22465,1,2.938985441308436,6,0,0,0,-0.22341745156717507,0,0,0,1,0,0.0,1,92,0.02033438770899232,2,0.01090909090909091,0.21428571428571427,1,0
22466,1,3.6943520323512313,6,0,0,0,-0.22341745156717507,0,0,0,1,0,0.016129032258064516,1,300,0.06732941708088568,1,0.0,0.0,0,0
22467,1,-1.121109985546587,1,0,2,0,-0.22341745156717507,0,1,0,1,0,0.03225806451612903,8,64,0.014008133755083597,1,0.0,0.0,0,0
22468,1,-0.5545850422644907,2,1,3,0,-0.22341745156717507,0,1,0,1,0,0.0,0,509,0.11455038409399007,1,0.0,0.0,0,0
22469,1,-0.64900586614484,2,2,8,0,-0.22341745156717507,0,1,0,1,0,0.0,8,450,0.10122006326253954,1,0.0,0.0,0,0
22470,1,1.805935554744244,4,1,3,0,1.347221902682519,0,0,0,1,0,0.0967741935483871,8,9,0.0015815634884771804,3,0.0036363636363636364,0.21428571428571427,1,0
22471,2,-0.08248092286274376,2,2,10,0,-0.22341745156717507,0,1,0,1,1,0.016129032258064516,6,367,0.08246723904202441,1,0.0,0.0,0,1
22472,1,-0.9322683377858881,2,2,9,0,0.5619022255576719,0,1,0,1,0,0.016129032258064516,9,233,0.052191595119746956,1,0.0,0.0,0,0
22473,1,-0.7434266900251895,2,2,5,0,-0.22341745156717507,0,0,0,1,0,0.0,11,604,0.13601446000903752,2,0.0036363636363636364,0.07142857142857142,1,0
22474,2,0.10636072489795499,3,2,9,0,-0.22341745156717507,0,1,0,1,0,0.016129032258064516,5,574,0.12923633077270674,1,0.0,0.0,0,0
22475,2,-1.404372457187635,1,1,3,0,-0.22341745156717507,0,1,0,1,0,0.0,6,173,0.03863533664708541,0,0.0036363636363636364,0.07142857142857142,1,0
22476,0,-0.4601642183841413,2,2,5,0,-0.22341745156717507,0,1,0,1,0,0.06451612903225806,8,151,0.033664708540442845,1,0.0,0.0,0,0
22477,1,0.5784648442997019,3,2,9,1,2.132541579807366,0,0,0,1,0,0.03225806451612903,9,118,0.02620876638047899,1,0.0,0.0,0,0
22478,1,0.6728856681800512,3,0,2,0,-0.22341745156717507,0,0,0,1,0,0.1935483870967742,1,96,0.021238138273836422,1,0.0,0.0,0,0
22481,2,-1.121109985546587,1,0,2,0,-0.22341745156717507,0,1,0,1,0,0.03225806451612903,8,385,0.08653411658382287,2,0.0036363636363636364,0.3571428571428571,1,0
22482,1,1.1449897875817983,4,2,5,1,-0.22341745156717507,0,0,0,1,0,0.04838709677419355,8,96,0.021238138273836422,1,0.0,0.0,0,0
22483,0,-1.0266891616662375,1,2,8,0,-0.22341745156717507,0,1,0,1,1,0.0,9,432,0.09715318572074108,1,0.0,0.0,0,1
22484,1,-1.121109985546587,1,2,5,0,-0.22341745156717507,0,1,0,1,0,0.0,8,34,0.0072300045187528245,1,0.0,0.0,0,0
22485,1,-0.64900586614484,2,1,3,0,-0.22341745156717507,0,1,0,1,0,0.0,8,376,0.08450067781292364,1,0.0,0.0,0,0
22486,2,-0.7434266900251895,2,2,9,0,-0.22341745156717507,0,1,0,1,0,0.0,8,138,0.030727519204699502,1,0.0,0.0,0,0
22487,0,1.4282522592228464,4,0,9,0,-0.22341745156717507,1,0,0,1,0,0.0,5,490,0.11025756891098058,1,0.0,0.0,0,0
22488,2,-0.5545850422644907,2,1,3,0,-0.22341745156717507,0,1,0,1,0,0.0,0,118,0.02620876638047899,1,0.0,0.0,0,0
22489,2,-2.0653182243500807,0,0,10,0,-0.22341745156717507,0,0,0,1,0,0.04838709677419355,8,67,0.014685946678716675,1,0.0,0.0,0,0
22490,2,-0.2713225706234425,2,1,5,0,-0.22341745156717507,0,0,0,1,0,0.0,6,60,0.013104383190239493,1,0.0,0.0,0,0
22491,2,-0.64900586614484,2,1,3,0,-0.22341745156717507,0,1,0,1,0,0.016129032258064516,1,96,0.021238138273836422,1,0.0,0.0,0,0
22492,2,-1.121109985546587,1,2,2,0,-0.22341745156717507,0,0,0,1,0,0.0,3,322,0.07230004518752825,1,0.0,0.0,0,0
22493,1,1.805935554744244,4,0,1,0,-0.22341745156717507,0,0,0,1,0,0.016129032258064516,1,97,0.021464075915047447,1,0.0,0.0,0,0
22494,2,0.011939901017605612,3,2,9,0,-1.0087371286920221,1,0,0,0,0,0.03225806451612903,8,34,0.0072300045187528245,1,0.0,0.0,0,0
22496,2,-1.0266891616662375,1,1,3,0,-0.22341745156717507,0,0,0,1,0,0.06451612903225806,1,81,0.017849073655671035,1,0.0,0.0,0,0
22497,1,0.011939901017605612,3,1,3,0,-0.22341745156717507,0,1,0,1,0,0.03225806451612903,9,324,0.0727519204699503,1,0.0,0.0,0,0
22498,2,-0.9322683377858881,2,1,3,0,-0.22341745156717507,1,1,0,1,0,0.16129032258064518,8,14,0.0027112516945323093,1,0.0,0.0,0,0
22499,2,-0.7434266900251895,2,2,9,0,-1.0087371286920221,1,0,1,0,0,0.0,9,415,0.09331224582015364,1,0.0,0.0,0,0
22500,1,-0.5545850422644907,2,2,9,0,-0.22341745156717507,0,1,0,1,0,0.0,5,103,0.022819701762313602,1,0.0,0.0,0,0
22501,2,0.4840440204193525,3,1,4,0,-0.22341745156717507,0,1,0,1,0,0.0,9,86,0.018978761861726163,0,0.02909090909090909,0.21428571428571427,1,0
22502,1,0.86172731594075,3,1,3,0,0.5619022255576719,0,1,0,1,0,0.016129032258064516,8,84,0.01852688657930411,1,0.0,0.0,0,0
22503,2,0.10636072489795499,3,2,5,0,-1.0087371286920221,0,1,0,0,0,0.0,8,172,0.03840939900587438,1,0.0,0.0,0,0
22504,1,-0.5545850422644907,2,2,2,0,-0.22341745156717507,0,1,0,1,0,0.016129032258064516,8,241,0.05399909624943516,1,0.0,0.0,0,0
22505,2,1.617093906983545,4,1,3,1,-0.22341745156717507,0,1,0,1,0,0.08064516129032258,3,128,0.028468142792589246,2,0.02181818181818182,0.0,1,0
22506,2,-0.7434266900251895,2,1,5,0,-0.22341745156717507,0,1,0,1,0,0.0,3,172,0.03840939900587438,1,0.0,0.0,0,0
22507,0,-0.2713225706234425,2,2,2,0,-1.0087371286920221,0,1,0,0,0,0.0,8,582,0.13104383190239494,1,0.0,0.0,0,0
22508,0,1.0505689637014488,4,1,3,0,-0.22341745156717507,0,0,0,1,0,0.0,5,27,0.005648441030275644,1,0.0,0.0,0,0
22509,1,0.10636072489795499,3,1,3,0,-0.22341745156717507,0,0,0,1,0,0.04838709677419355,5,195,0.04360596475372797,0,0.02181818181818182,0.07142857142857142,1,0
22510,2,-0.9322683377858881,2,2,5,0,-0.22341745156717507,1,0,0,1,0,0.0,5,208,0.04654315408947131,1,0.0,0.0,0,0
22511,1,0.10636072489795499,3,2,9,0,-0.22341745156717507,0,1,0,1,0,0.04838709677419355,0,421,0.0946678716674198,1,0.0,0.0,0,0
